Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,13:21,Cash,95.09895,9.75105,7.8
696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,3/10/2019,18:55,Ewallet,76.58976,0.93024,6.6
472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,388.29032,19.14968,9.2
268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,87.17177,8.93823,7.8
750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,1/8/2019,13:48,Credit card,172.98856,8.53144,8.7
186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,73.92957,7.58043,9.2
848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.162,1/12/2019,17:13,Ewallet,103.79708,10.64292,8.3
745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2019,10:23,Cash,166.47722,10.06278,8.2
266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,114.063,1.737,7.5
740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,13:29,Cash,237.77745,14.37255,9.8
271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2/8/2019,13:00,Credit card,914.7461,57.3539,8.7
301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,191.36176,11.99824,6.7
489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,3/9/2019,15:36,Cash,15.31948,0.96052,5
198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,1/2/2019,13:40,Cash,343.92609,21.56391,7
269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,337.57633,34.61367,8.9
650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,13:53,Credit card,61.67085,0.93915,8
741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,332.3138,4.0362,6.9
325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,10:53,Ewallet,863.8945,42.6055,7.3
286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,130.00856,8.15144,6.9
574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,90.867,3/8/2019,16:53,Ewallet,85.2419,1.2981,5.7
459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,132.73668,8.02332,6.4
616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,3/9/2019,14:36,Credit card,629.32198,39.45802,9.6
837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,44.64104,2.79896,6.8
751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,19:09,Ewallet,882.44208,10.71792,9
257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,327.73936,3.98064,9.6
345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,3/8/2019,15:37,Credit card,194.35482,9.58518,7.7
549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,71.568,3/8/2019,20:15,Ewallet,67.1376,1.0224,7
810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2/7/2019,14:38,Credit card,308.24784,18.63216,6.5
450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,85.892,1.308,8.1
394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,19:35,Credit card,698.95072,8.48928,4.3
138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,765.15417,37.73583,6.5
192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,1/8/2019,14:11,Ewallet,12.02598,0.75402,9.5
301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43,Cash,132.0956,1.6044,9.7
390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,17:58,Credit card,17.36905,1.78095,9.5
235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,272.451,4.149,8.9
453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,3/10/2019,17:38,Credit card,129.12402,8.09598,6.5
296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,1/12/2019,20:07,Credit card,24.55249,2.51751,5.3
449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02,Credit card,38.65056,0.46944,9.6
891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,1/1/2019,19:07,Cash,422.70918,25.55082,6.7
744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,1/2/2019,18:50,Cash,124.53258,7.52742,7.6
727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,313.27925,4.77075,4.8
568-88-3448,A,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,Ewallet,22.675,2.325,5.5
187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,78.34444,4.73556,4.7
767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,139.0798,8.7202,6.9
710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,686.151,10.449,4.5
533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2/7/2019,20:24,Cash,748.6477,45.2523,6.2
325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,439.1551,26.5449,7.6
729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,35.35165,0.53835,7.9
639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,199.561,3.039,4.5
234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,767.025,3/3/2019,12:25,Credit card,719.5425,10.9575,8.7
326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,292.2504,3.5496,6.1
320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,22.2807,0.3393,6.4
470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,269.535,3/28/2019,15:31,Credit card,252.8495,3.8505,9.1
878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,572.775,3/2/2019,11:22,Credit card,538.954,6.546,7.1
440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2/8/2019,13:12,Credit card,235.86535,24.18465,7.7
554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,233.226,3/22/2019,18:33,Cash,219.45456,2.66544,4.5
746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2/9/2019,10:02,Ewallet,21.2563,0.3237,7.2
233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,93.20612,5.63388,8.4
767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,478.99686,23.62314,5.4
340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,158.2776,1.9224,9.7
405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2/2/2019,18:31,Credit card,405.8533,25.4467,5.5
731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,609.588,3/30/2019,17:58,Cash,526.56792,53.99208,4.6
676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,303.8346,18.3654,6.6
502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,177.35478,18.18522,6.3
485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,164.3044,1.9956,4.2
598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,3/7/2019,16:54,Ewallet,317.11204,19.16796,4.4
701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,339.5756,4.1244,6.7
575-67-1508,NA,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,36.3998,2.2002,6.7
541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2/2/2019,20:29,Cash,519.8436,7.9164,8.4
246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,309.304,18.696,6.2
674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,194.985,1/8/2019,13:05,Ewallet,183.4716,2.2284,5
305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,575.4214,28.3786,6
493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,365.3624,4.4376,7
438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,195.58448,2.37552,6.6
709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,386.6569,24.2431,7.3
795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,139.8326,8.7674,8.3
556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,21.88088,1.07912,4.3
627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2/4/2019,13:21,Ewallet,666.26136,32.85864,9.8
686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,65.3054,4.0946,8.2
510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,185.0006,11.5994,7.2
608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,212.688,3/5/2019,20:24,Ewallet,183.72192,18.83808,8.7
148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,115.5036,5.6964,8.4
437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,187.99298,11.78702,7.1
632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,637.728,3/20/2019,14:14,Cash,600.07168,7.28832,5.5
556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,15:51,Cash,119.23292,7.20708,8.5
862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,533.3184,8.1216,6.2
401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,17:36,Cash,96.95244,1.17756,8.9
420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.608,432.768,2/2/2019,15:47,Cash,407.21408,4.94592,9.6
277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2/3/2019,15:53,Credit card,73.08236,0.88764,5.4
573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595,33.495,1/5/2019,12:40,Ewallet,30.0179,1.8821,9.1
620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,132.2764,6.5236,9
282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,184.38056,2.23944,6.3
511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,87.3886,1.0614,9.5
726-29-6793,A,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,182.41392,11.02608,9.8
387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12:50,Cash,143.754,1.746,6.7
862-17-9201,NA,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,496.7355,7.5645,7.7
291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,277.95015,28.49985,7
602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2/9/2019,17:15,Credit card,91.2021,4.4979,5.1
347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,627.55784,7.62216,6.2
209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,204.46615,10.08385,6.1
595-27-4851,A,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,357.54236,22.41764,9.3
189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,657.12955,39.72045,7.6
503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,403.82524,4.90476,8.2
413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,48.43327,3.03673,8.5
425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,248.7901,25.5099,9.8
521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,187.69335,9.25665,8.7
220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,3/1/2019,18:14,Ewallet,66.19538,3.26462,9.7
600-38-9738,C,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,355.2848,4.3152,4.3
734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,129.31359,7.81641,7.7
451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,475.56606,23.45394,7.3
609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,214.08192,10.55808,5.9
133-14-7229,C,Normal,Male,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43,Cash,114.04618,11.69382,5
534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,482.9061,7.3539,8
719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,451.5654,5.4846,7.1
286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,147.58644,9.25356,9
339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,112.65652,7.06348,6.7
827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,535.446,8.154,6.1
827-77-7633,A,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,872.21628,10.59372,9.3
287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,138.39006,14.18994,7
435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,652.52704,40.91296,7.2
857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,216.4185,13.0815,8.2
236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,144.58815,2.20185,8.4
892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,134.9448,6.6552,6.2
583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,111.20557,5.48443,7.4
339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,11:32,Credit card,69.59636,4.36364,5
643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,93.33682,4.60318,6.9
308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,274.9602,17.2398,4.9
358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.244,551.124,2/1/2019,18:43,Ewallet,517.0068,7.8732,5.1
460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,87.71412,4.32588,9.1
343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,68.82316,7.05684,7.1
173-50-1108,B,Member,Female,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,79.75136,0.96864,5
243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,106.20066,6.41934,5.5
841-18-8232,B,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,70.132,1.068,9.2
701-23-5550,B,Member,Male,Home and lifestyle,38.81,,7.762,163.002,3/19/2019,13:40,Ewallet,147.94372,7.29628,4.9
647-50-1224,NA,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,276.8422,17.3578,8.9
541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,12:08,Credit card,541.9674,6.5826,6
539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,254.6076,3.0924,4.2
213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,373.76748,22.59252,7.3
747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,161.67321,10.13679,6.5
582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,459.95139,28.83861,8.9
210-57-1719,B,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12:34,Cash,475.41312,48.74688,9.7
399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,125.66418,7.59582,8.6
134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,127.53132,7.70868,6.9
356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,107.15532,5.28468,7.7
198-66-9832,B,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38,Cash,135.57928,8.50072,9.5
283-26-5248,C,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,970.422,14.778,4.5
712-39-0363,A,Member,Male,Food and beverages,41.66,6,12.498,262.458,1/2/2019,15:24,Ewallet,246.2106,3.7494,5.6
218-59-9410,A,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,207.04878,10.21122,8.2
174-75-0888,B,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,183.14946,11.07054,7.3
866-99-7614,C,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,878.62,13.38,4.4
134-54-4720,B,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,320.01648,19.34352,5.7
760-90-2357,A,Member,Male,Electronic accessories,74.51,6,22.353,469.413,3/20/2019,15:08,Ewallet,421.57758,25.48242,5
514-37-2845,B,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,3/20/2019,13:02,Cash,186.7885,11.7115,9
698-98-5964,A,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,799.9185,12.1815,6.3
718-57-9773,C,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2/3/2019,16:40,Credit card,487.3804,5.9196,9.4
651-88-7328,A,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,1/1/2019,13:55,Cash,556.75206,34.90794,7.7
241-11-2261,B,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,10:33,Credit card,526.03782,32.98218,5.5
408-26-9866,C,Normal,Female,Sports and travel,73.98,7,25.893,543.753,3/2/2019,16:42,Ewallet,511.64568,6.21432,4.1
834-83-1826,B,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,390.9206,19.2794,7.6
343-61-3544,B,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,263.4996,3.2004,8.6
239-48-4278,A,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,69.84635,1.06365,8.3
355-34-6244,B,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,142.6083,2.1717,8.1
550-84-8664,A,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,424.3954,5.1546,8.6
339-96-8318,B,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,535.58897,33.58103,6.3
458-61-0011,B,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,237.582,3.618,5.8
592-34-6155,C,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,125.1738,1.9062,6.2
797-88-0493,A,Normal,Female,Health and beauty,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,233.17156,23.90844,7.7
207-73-1363,B,Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15,Ewallet,126.09114,12.92886,8.1
390-31-6381,C,Normal,Male,Food and beverages,27.22,3,4.083,85.743,1/7/2019,12:37,Cash,80.4351,1.2249,7.3
443-82-0585,A,Member,Female,,,4,15.536,326.256,2/1/2019,19:54,Cash,281.82304,28.89696,8.4
339-18-7061,C,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,174.98836,10.97164,8
359-90-3665,B,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,68.05312,4.26688,9.5
375-72-3056,B,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,186.90984,2.27016,7
127-47-6963,A,Normal,Male,Health and beauty,51.71,4,10.342,217.182,3/9/2019,13:53,Credit card,187.60388,19.23612,9.8
278-86-2735,A,Normal,Female,Food and beverages,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,154.6647,2.3553,9.2
695-28-6250,A,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,212.7164,2.5836,7.7
379-17-6588,C,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,560.9301,35.1699,5.3
227-50-3718,A,Normal,Male,Health and beauty,14.62,5,3.655,76.755,3/4/2019,12:23,Cash,66.3017,6.7983,4.4
302-15-2162,C,Member,Male,Health and beauty,46.53,6,13.959,293.139,3/3/2019,10:54,Credit card,253.21626,25.96374,4.3
788-07-8452,C,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,161.70504,7.97496,9.4
560-49-6611,A,Member,Female,Sports and travel,45.58,1,2.279,47.859,2/7/2019,14:13,Cash,45.03304,0.54696,9.8
880-35-0356,A,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,222.8928,2.7072,4.8
585-11-6748,B,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,286.9152,3.4848,5.3
470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30,Credit card,40.32522,4.13478,8.7
152-68-2907,A,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,154.251,2.349,9.5
123-35-4896,C,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,414.90072,5.03928,5.3
258-69-7810,C,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,1/26/2019,18:53,Cash,173.37925,10.87075,9.2
334-64-2006,A,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,134.02992,6.61008,9.6
219-61-4139,C,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,78.34444,4.73556,6.4
881-41-7302,C,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,1/26/2019,10:06,Credit card,61.15559,3.83441,4.5
373-09-4567,C,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,763.966,11.634,6.9
642-30-6693,B,Normal,Female,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,323.13528,3.92472,7.8
484-22-8230,C,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,1/8/2019,20:08,Cash,341.79943,21.43057,4.5
830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,121.031,5.969,8.6
559-98-9873,A,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2/10/2019,12:56,Ewallet,353.39255,22.15745,5.2
544-32-5024,C,Member,Female,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,196.1726,2.9874,6.4
318-12-0304,A,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,28.80401,1.80599,5.2
349-97-8902,B,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,114.0433,1.7367,8.9
421-95-9805,A,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2/7/2019,10:18,Credit card,27.30928,1.65072,6.2
277-35-5865,C,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,3/9/2019,11:23,Cash,877.36905,13.36095,6.7
789-23-8625,B,Member,Male,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,263.16006,16.49994,7.2
284-54-4231,C,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,16:08,Credit card,79.95884,0.97116,9
443-59-0061,A,Member,Male,Food and beverages,67.45,10,33.725,708.225,2/3/2019,11:25,Ewallet,664.3825,10.1175,4.2
509-29-3912,A,Member,Female,Sports and travel,38.72,9,17.424,365.904,3/20/2019,12:24,Ewallet,344.29824,4.18176,4.2
327-40-9673,B,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,430.3728,5.2272,6.9
840-19-2096,C,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,414.49565,25.05435,4.4
828-46-6863,A,Member,Male,Food and beverages,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,582.3123,8.8677,4
